Test Name:,Pendulum Test 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Rate:,74,Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Static/Acceleration/X,Static/Acceleration/Y,Static/Acceleration/Z,Static/Angular Velocity/X,Static/Angular Velocity/Y,Static/Angular Velocity/Z,Static/Magnetic Field/X,Static/Magnetic Field/Y,Static/Magnetic Field/Z,Static/Orientation/Scalar,Static/Orientation/X,Static/Orientation/Y,Static/Orientation/Z,Static/Temperature/Scalar,Static/Pressure/Scalar,Upper/Acceleration/X,Upper/Acceleration/Y,Upper/Acceleration/Z,Upper/Angular Velocity/X,Upper/Angular Velocity/Y,Upper/Angular Velocity/Z,Upper/Magnetic Field/X,Upper/Magnetic Field/Y,Upper/Magnetic Field/Z,Upper/Orientation/Scalar,Upper/Orientation/X,Upper/Orientation/Y,Upper/Orientation/Z,Upper/Temperature/Scalar,Upper/Pressure/Scalar,Middle/Acceleration/X,Middle/Acceleration/Y,Middle/Acceleration/Z,Middle/Angular Velocity/X,Middle/Angular Velocity/Y,Middle/Angular Velocity/Z,Middle/Magnetic Field/X,Middle/Magnetic Field/Y,Middle/Magnetic Field/Z,Middle/Orientation/Scalar,Middle/Orientation/X,Middle/Orientation/Y,Middle/Orientation/Z,Middle/Temperature/Scalar,Middle/Pressure/Scalar,Lower/Acceleration/X,Lower/Acceleration/Y,Lower/Acceleration/Z,Lower/Angular Velocity/X,Lower/Angular Velocity/Y,Lower/Angular Velocity/Z,Lower/Magnetic Field/X,Lower/Magnetic Field/Y,Lower/Magnetic Field/Z,Lower/Orientation/Scalar,Lower/Orientation/X,Lower/Orientation/Y,Lower/Orientation/Z,Lower/Temperature/Scalar,Loewr/Pressure/Scalar
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.370394,0.400102,0.595726,-0.589778,1,1,1,1,1,1,1,1,1,1,1,0.405584,-0.477794,-0.73845,-0.248811,1,1,1,1,1,1,1,1,1,1,1,0.416773,-0.369144,-0.565578,0.608404,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.370204,0.399951,0.595812,-0.589912,1,1,1,1,1,1,1,1,1,1,1,0.405956,-0.476006,-0.73964,-0.248095,1,1,1,1,1,1,1,1,1,1,1,0.415243,-0.368014,-0.566592,0.60919,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.369895,0.399596,0.596039,-0.590117,1,1,1,1,1,1,1,1,1,1,1,0.406832,-0.47421,-0.740469,-0.247626,1,1,1,1,1,1,1,1,1,1,1,0.414212,-0.366506,-0.5677,0.60977,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.369278,0.399044,0.596390,-0.590523,1,1,1,1,1,1,1,1,1,1,1,0.407839,-0.472111,-0.741411,-0.24716,1,1,1,1,1,1,1,1,1,1,1,0.413035,-0.364769,-0.569024,0.610374,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.368730,0.398603,0.596643,-0.590907,1,1,1,1,1,1,1,1,1,1,1,0.408497,-0.469963,-0.742692,-0.24632,1,1,1,1,1,1,1,1,1,1,1,0.411379,-0.36323,-0.570229,0.611286,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.367758,0.397821,0.597130,-0.591548,1,1,1,1,1,1,1,1,1,1,1,0.409327,-0.46734,-0.744291,-0.245103,1,1,1,1,1,1,1,1,1,1,1,0.409293,-0.361289,-0.571607,0.612547,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.366137,0.396463,0.598018,-0.592567,1,1,1,1,1,1,1,1,1,1,1,0.410446,-0.464377,-0.746036,-0.243554,1,1,1,1,1,1,1,1,1,1,1,0.407006,-0.358906,-0.573069,0.614105,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.364554,0.395073,0.598923,-0.593556,1,1,1,1,1,1,1,1,1,1,1,0.411166,-0.461188,-0.748194,-0.241774,1,1,1,1,1,1,1,1,1,1,1,0.404123,-0.356715,-0.574595,0.615857,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.363459,0.394094,0.599556,-0.594239,1,1,1,1,1,1,1,1,1,1,1,0.41567,-0.457102,-0.747973,-0.242514,1,1,1,1,1,1,1,1,1,1,1,0.404594,-0.351483,-0.577745,0.615609,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.361663,0.392492,0.600561,-0.595380,1,1,1,1,1,1,1,1,1,1,1,0.418206,-0.452995,-0.749258,-0.241891,1,1,1,1,1,1,1,1,1,1,1,0.402908,-0.347613,-0.580354,0.616458,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.359248,0.390361,0.601884,-0.596905,1,1,1,1,1,1,1,1,1,1,1,0.419386,-0.449263,-0.751387,-0.240199,1,1,1,1,1,1,1,1,1,1,1,0.399999,-0.344812,-0.582249,0.618135,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.357757,0.389091,0.602680,-0.597825,1,1,1,1,1,1,1,1,1,1,1,0.420299,-0.445018,-0.754099,-0.237998,1,1,1,1,1,1,1,1,1,1,1,0.396242,-0.341918,-0.584276,0.620247,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.355006,0.386632,0.604169,-0.599555,1,1,1,1,1,1,1,1,1,1,1,0.421871,-0.441198,-0.756016,-0.236237,1,1,1,1,1,1,1,1,1,1,1,0.393557,-0.338718,-0.586149,0.621943,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.352289,0.384166,0.605663,-0.601233,1,1,1,1,1,1,1,1,1,1,1,0.42349,-0.437136,-0.757968,-0.23463,1,1,1,1,1,1,1,1,1,1,1,0.390789,-0.335398,-0.588241,0.623509,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.350424,0.382477,0.606718,-0.602335,1,1,1,1,1,1,1,1,1,1,1,0.425061,-0.432875,-0.759949,-0.233279,1,1,1,1,1,1,1,1,1,1,1,0.387946,-0.332075,-0.59057,0.624861,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.346690,0.379092,0.608730,-0.604602,1,1,1,1,1,1,1,1,1,1,1,0.42599,-0.428368,-0.762758,-0.230725,1,1,1,1,1,1,1,1,1,1,1,0.383877,-0.328938,-0.592528,0.627175,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.344060,0.376779,0.610090,-0.606177,1,1,1,1,1,1,1,1,1,1,1,0.427546,-0.422065,-0.765568,-0.230156,1,1,1,1,1,1,1,1,1,1,1,0.379743,-0.324906,-0.59658,0.627952,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.341417,0.374496,0.611404,-0.607761,1,1,1,1,1,1,1,1,1,1,1,0.428363,-0.418766,-0.771742,-0.213436,1,1,1,1,1,1,1,1,1,1,1,0.370356,-0.319458,-0.591078,0.641412,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.337159,0.370696,0.613541,-0.610308,1,1,1,1,1,1,1,1,1,1,1,0.429948,-0.417469,-0.775915,-0.197028,1,1,1,1,1,1,1,1,1,1,1,0.363438,-0.314134,-0.584079,0.654282,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.334888,0.368630,0.614733,-0.611609,1,1,1,1,1,1,1,1,1,1,1,0.431976,-0.409637,-0.771824,-0.223344,1,1,1,1,1,1,1,1,1,1,1,0.3702,-0.314607,-0.601783,0.633902,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.331299,0.365402,0.616581,-0.613637,1,1,1,1,1,1,1,1,1,1,1,0.434918,-0.401303,-0.783516,-0.189485,1,1,1,1,1,1,1,1,1,1,1,0.351168,-0.301455,-0.59112,0.660592,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.327203,0.361720,0.618638,-0.615941,1,1,1,1,1,1,1,1,1,1,1,0.429397,-0.410811,-0.777356,-0.206327,1,1,1,1,1,1,1,1,1,1,1,0.361687,-0.313749,-0.593088,0.647295,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.324996,0.359709,0.619756,-0.617163,1,1,1,1,1,1,1,1,1,1,1,0.432851,-0.39988,-0.783263,-0.198078,1,1,1,1,1,1,1,1,1,1,1,0.352103,-0.304431,-0.596333,0.654012,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.320228,0.355441,0.622047,-0.619817,1,1,1,1,1,1,1,1,1,1,1,0.434738,-0.392925,-0.787721,-0.190022,1,1,1,1,1,1,1,1,1,1,1,0.344612,-0.298092,-0.596937,0.660341,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.314958,0.350707,0.624549,-0.622691,1,1,1,1,1,1,1,1,1,1,1,0.438384,-0.38337,-0.78474,-0.212203,1,1,1,1,1,1,1,1,1,1,1,0.349465,-0.295611,-0.613777,0.643247,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.311738,0.347773,0.626100,-0.624397,1,1,1,1,1,1,1,1,1,1,1,0.43199,-0.397314,-0.784464,-0.200357,1,1,1,1,1,1,1,1,1,1,1,0.350375,-0.304528,-0.599169,0.652301,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.309177,0.345425,0.627326,-0.625742,1,1,1,1,1,1,1,1,1,1,1,0.4336,-0.3928,-0.785393,-0.202131,1,1,1,1,1,1,1,1,1,1,1,0.348816,-0.301605,-0.602954,0.651005,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.304686,0.341347,0.629383,-0.628113,1,1,1,1,1,1,1,1,1,1,1,0.432994,-0.392132,-0.786699,-0.199634,1,1,1,1,1,1,1,1,1,1,1,0.34674,-0.301285,-0.602207,0.652951,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.301332,0.338358,0.630872,-0.629852,1,1,1,1,1,1,1,1,1,1,1,0.44154,-0.372028,-0.790639,-0.203781,1,1,1,1,1,1,1,1,1,1,1,0.339378,-0.286175,-0.616962,0.649834,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.298860,0.336184,0.631947,-0.631114,1,1,1,1,1,1,1,1,1,1,1,0.444469,-0.363986,-0.792479,-0.204789,1,1,1,1,1,1,1,1,1,1,1,0.335823,-0.280338,-0.62246,0.648982,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.294338,0.332081,0.633917,-0.633432,1,1,1,1,1,1,1,1,1,1,1,0.440661,-0.369966,-0.796641,-0.185222,1,1,1,1,1,1,1,1,1,1,1,0.329148,-0.281948,-0.609226,0.664086,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.291867,0.329842,0.634980,-0.634679,1,1,1,1,1,1,1,1,1,1,1,0.442748,-0.364579,-0.797959,-0.185251,1,1,1,1,1,1,1,1,1,1,1,0.32659,-0.277792,-0.612587,0.664009,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.289028,0.327288,0.636216,-0.636062,1,1,1,1,1,1,1,1,1,1,1,0.445221,-0.35842,-0.800355,-0.180957,1,1,1,1,1,1,1,1,1,1,1,0.32192,-0.271984,-0.614231,0.667167,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.285011,0.323635,0.637958,-0.637995,1,1,1,1,1,1,1,1,1,1,1,0.446941,-0.354439,-0.801466,-0.179634,1,1,1,1,1,1,1,1,1,1,1,0.319623,-0.268438,-0.615993,0.668083,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.283179,0.321935,0.638760,-0.638869,1,1,1,1,1,1,1,1,1,1,1,0.44828,-0.350188,-0.80306,-0.177504,1,1,1,1,1,1,1,1,1,1,1,0.316487,-0.264896,-0.617513,0.669585,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.279678,0.318825,0.640189,-0.640538,1,1,1,1,1,1,1,1,1,1,1,0.449447,-0.346879,-0.804149,-0.176113,1,1,1,1,1,1,1,1,1,1,1,0.314263,-0.262087,-0.618813,0.670537,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.276345,0.315908,0.641494,-0.642122,1,1,1,1,1,1,1,1,1,1,1,0.451809,-0.340128,-0.804143,-0.183127,1,1,1,1,1,1,1,1,1,1,1,0.313867,-0.258579,-0.626394,0.665023,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.274427,0.314235,0.642232,-0.643028,1,1,1,1,1,1,1,1,1,1,1,0.453864,-0.334256,-0.80538,-0.18342,1,1,1,1,1,1,1,1,1,1,1,0.311097,-0.254199,-0.630035,0.664573,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.270514,0.310751,0.643800,-0.644809,1,1,1,1,1,1,1,1,1,1,1,0.446562,-0.338765,-0.810859,-0.168312,1,1,1,1,1,1,1,1,1,1,1,0.302517,-0.258962,-0.619914,0.676113,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.268014,0.308540,0.644780,-0.645934,1,1,1,1,1,1,1,1,1,1,1,0.460493,-0.317001,-0.807786,-0.186918,1,1,1,1,1,1,1,1,1,1,1,0.304621,-0.241318,-0.641847,0.661063,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.265532,0.306341,0.645751,-0.647035,1,1,1,1,1,1,1,1,1,1,1,0.461705,-0.312157,-0.809386,-0.185152,1,1,1,1,1,1,1,1,1,1,1,0.301156,-0.237607,-0.643774,0.66212,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.260899,0.302220,0.647551,-0.649055,1,1,1,1,1,1,1,1,1,1,1,0.462398,-0.307498,-0.810916,-0.184523,1,1,1,1,1,1,1,1,1,1,1,0.297913,-0.234662,-0.646163,0.66231,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.257250,0.299022,0.648907,-0.650637,1,1,1,1,1,1,1,1,1,1,1,0.463066,-0.305492,-0.811697,-0.182738,1,1,1,1,1,1,1,1,1,1,1,0.296171,-0.232741,-0.64641,0.663527,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.255164,0.297127,0.649679,-0.651556,1,1,1,1,1,1,1,1,1,1,1,0.463169,-0.302235,-0.812274,-0.185311,1,1,1,1,1,1,1,1,1,1,1,0.294884,-0.231668,-0.649588,0.661368,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.252398,0.294527,0.650730,-0.652763,1,1,1,1,1,1,1,1,1,1,1,0.465897,-0.297483,-0.819794,-0.149607,1,1,1,1,1,1,1,1,1,1,1,0.27863,-0.218812,-0.633866,0.687533,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.248603,0.291033,0.652150,-0.654367,1,1,1,1,1,1,1,1,1,1,1,0.464642,-0.296887,-0.813979,-0.182769,1,1,1,1,1,1,1,1,1,1,1,0.29095,-0.227284,-0.651341,0.662906,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.246646,0.289269,0.652892,-0.655149,1,1,1,1,1,1,1,1,1,1,1,0.467218,-0.291635,-0.817984,-0.16601,1,1,1,1,1,1,1,1,1,1,1,0.282037,-0.21874,-0.645711,0.67503,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.243548,0.286541,0.654003,-0.656398,1,1,1,1,1,1,1,1,1,1,1,0.469683,-0.285402,-0.823492,-0.140728,1,1,1,1,1,1,1,1,1,1,1,0.268964,-0.207605,-0.635864,0.69299,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.240082,0.283476,0.655222,-0.657788,1,1,1,1,1,1,1,1,1,1,1,0.468974,-0.284108,-0.82354,-0.145353,1,1,1,1,1,1,1,1,1,1,1,0.26932,-0.208691,-0.639092,0.689548,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.238356,0.281915,0.655857,-0.658454,1,1,1,1,1,1,1,1,1,1,1,0.471483,-0.2748,-0.826795,-0.136376,1,1,1,1,1,1,1,1,1,1,1,0.260745,-0.199811,-0.63939,0.695175,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.234892,0.278758,0.657077,-0.659826,1,1,1,1,1,1,1,1,1,1,1,0.476209,-0.261935,-0.830289,-0.123432,1,1,1,1,1,1,1,1,1,1,1,0.24978,-0.186215,-0.639227,0.703081,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.232267,0.276377,0.657985,-0.660850,1,1,1,1,1,1,1,1,1,1,1,0.477015,-0.259187,-0.830833,-0.122459,1,1,1,1,1,1,1,1,1,1,1,0.248008,-0.183915,-0.640152,0.703472,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.230392,0.274665,0.658640,-0.661568,1,1,1,1,1,1,1,1,1,1,1,0.471639,-0.268591,-0.828716,-0.136546,1,1,1,1,1,1,1,1,1,1,1,0.256347,-0.196642,-0.642912,0.694465,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.226895,0.271453,0.659830,-0.662915,1,1,1,1,1,1,1,1,1,1,1,0.471777,-0.266244,-0.830164,-0.13179,1,1,1,1,1,1,1,1,1,1,1,0.252812,-0.194183,-0.641626,0.697635,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.224984,0.269722,0.660469,-0.663636,1,1,1,1,1,1,1,1,1,1,1,0.47042,-0.265108,-0.825472,-0.164372,1,1,1,1,1,1,1,1,1,1,1,0.264178,-0.202611,-0.659578,0.673881,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.222473,0.267495,0.661293,-0.664563,1,1,1,1,1,1,1,1,1,1,1,0.469704,-0.264042,-0.826448,-0.163226,1,1,1,1,1,1,1,1,1,1,1,0.262357,-0.202412,-0.6596,0.67463,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.219133,0.264515,0.662382,-0.665780,1,1,1,1,1,1,1,1,1,1,1,0.456289,-0.287137,-0.826451,-0.162269,1,1,1,1,1,1,1,1,1,1,1,0.26858,-0.224827,-0.646761,0.677508,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.217456,0.263009,0.662941,-0.666369,1,1,1,1,1,1,1,1,1,1,1,0.45893,-0.280926,-0.827479,-0.160443,1,1,1,1,1,1,1,1,1,1,1,0.265268,-0.219146,-0.649217,0.678325,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.214069,0.259949,0.664025,-0.667586,1,1,1,1,1,1,1,1,1,1,1,0.458927,-0.278073,-0.828746,-0.158875,1,1,1,1,1,1,1,1,1,1,1,0.262503,-0.217372,-0.649995,0.679226,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.209866,0.256245,0.665315,-0.669066,1,1,1,1,1,1,1,1,1,1,1,0.459785,-0.274082,-0.829922,-0.157185,1,1,1,1,1,1,1,1,1,1,1,0.259521,-0.214284,-0.651303,0.6801,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.207120,0.253889,0.666122,-0.670017,1,1,1,1,1,1,1,1,1,1,1,0.461979,-0.271446,-0.829875,-0.155562,1,1,1,1,1,1,1,1,1,1,1,0.25862,-0.210758,-0.651834,0.681035,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.205121,0.252057,0.666708,-0.670741,1,1,1,1,1,1,1,1,1,1,1,0.460049,-0.270695,-0.831614,-0.153287,1,1,1,1,1,1,1,1,1,1,1,0.255628,-0.211455,-0.651121,0.682629,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.201502,0.248727,0.667811,-0.671982,1,1,1,1,1,1,1,1,1,1,1,0.484577,-0.248499,-0.826333,-0.143549,1,1,1,1,1,1,1,1,1,1,1,0.254609,-0.177369,-0.656956,0.687112,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.198401,0.245898,0.668739,-0.673023,1,1,1,1,1,1,1,1,1,1,1,0.468026,-0.254739,-0.833478,-0.1462,1,1,1,1,1,1,1,1,1,1,1,0.247237,-0.195096,-0.655785,0.686117,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.196262,0.243937,0.669351,-0.673754,1,1,1,1,1,1,1,1,1,1,1,0.492067,-0.223839,-0.826376,-0.157701,1,1,1,1,1,1,1,1,1,1,1,0.248403,-0.161816,-0.677009,0.673624,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.192129,0.240132,0.670554,-0.675115,1,1,1,1,1,1,1,1,1,1,1,0.489917,-0.226117,-0.827951,-0.152806,1,1,1,1,1,1,1,1,1,1,1,0.246338,-0.16365,-0.673386,0.67756,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.189553,0.237732,0.671315,-0.675936,1,1,1,1,1,1,1,1,1,1,1,0.462793,-0.251854,-0.837439,-0.145215,1,1,1,1,1,1,1,1,1,1,1,0.240639,-0.197775,-0.657005,0.686529,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.186918,0.235323,0.672058,-0.676774,1,1,1,1,1,1,1,1,1,1,1,0.466987,-0.244626,-0.83733,-0.144773,1,1,1,1,1,1,1,1,1,1,1,0.23846,-0.190499,-0.660482,0.686011,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.182733,0.231551,0.673186,-0.678096,1,1,1,1,1,1,1,1,1,1,1,0.466528,-0.241588,-0.838682,-0.143527,1,1,1,1,1,1,1,1,1,1,1,0.235386,-0.189032,-0.661444,0.686551,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.180707,0.229706,0.673745,-0.678710,1,1,1,1,1,1,1,1,1,1,1,0.468423,-0.239256,-0.838771,-0.140709,1,1,1,1,1,1,1,1,1,1,1,0.234033,-0.185569,-0.661096,0.688292,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.177438,0.226705,0.674647,-0.679686,1,1,1,1,1,1,1,1,1,1,1,0.467587,-0.234629,-0.840538,-0.140741,1,1,1,1,1,1,1,1,1,1,1,0.230037,-0.183906,-0.663575,0.687699,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.173916,0.223467,0.675580,-0.680740,1,1,1,1,1,1,1,1,1,1,1,0.468805,-0.23089,-0.841208,-0.138856,1,1,1,1,1,1,1,1,1,1,1,0.227522,-0.180503,-0.66447,0.688573,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.172087,0.221785,0.676043,-0.681295,1,1,1,1,1,1,1,1,1,1,1,0.469601,-0.226522,-0.842209,-0.137287,1,1,1,1,1,1,1,1,1,1,1,0.224358,-0.177198,-0.665862,0.689125,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.168288,0.218353,0.677016,-0.682386,1,1,1,1,1,1,1,1,1,1,1,0.470943,-0.224124,-0.842626,-0.134022,1,1,1,1,1,1,1,1,1,1,1,0.222367,-0.174028,-0.665283,0.691133,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.165593,0.215872,0.677716,-0.683139,1,1,1,1,1,1,1,1,1,1,1,0.471472,-0.221349,-0.843423,-0.131743,1,1,1,1,1,1,1,1,1,1,1,0.21987,-0.17158,-0.665454,0.692379,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.163448,0.213840,0.678273,-0.683742,1,1,1,1,1,1,1,1,1,1,1,0.470771,-0.216523,-0.844899,-0.132809,1,1,1,1,1,1,1,1,1,1,1,0.216282,-0.169921,-0.668528,0.690956,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.159071,0.209842,0.679340,-0.684953,1,1,1,1,1,1,1,1,1,1,1,0.471258,-0.213827,-0.845528,-0.131442,1,1,1,1,1,1,1,1,1,1,1,0.214183,-0.167767,-0.669138,0.691545,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.155453,0.206652,0.680187,-0.685912,1,1,1,1,1,1,1,1,1,1,1,0.471664,-0.211563,-0.846036,-0.130372,1,1,1,1,1,1,1,1,1,1,1,0.212452,-0.165976,-0.669687,0.69198,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.153453,0.204851,0.680671,-0.686422,1,1,1,1,1,1,1,1,1,1,1,0.47191,-0.209751,-0.846495,-0.129426,1,1,1,1,1,1,1,1,1,1,1,0.21097,-0.164584,-0.670077,0.692388,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.151219,0.202731,0.681213,-0.687009,1,1,1,1,1,1,1,1,1,1,1,0.472283,-0.207796,-0.84692,-0.128439,1,1,1,1,1,1,1,1,1,1,1,0.20947,-0.163001,-0.670509,0.692799,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.147988,0.199748,0.681939,-0.687866,1,1,1,1,1,1,1,1,1,1,1,0.472721,-0.205493,-0.847298,-0.128039,1,1,1,1,1,1,1,1,1,1,1,0.208009,-0.161323,-0.67143,0.69274,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.146384,0.198280,0.682292,-0.688284,1,1,1,1,1,1,1,1,1,1,1,0.47304,-0.203958,-0.847564,-0.127557,1,1,1,1,1,1,1,1,1,1,1,0.206972,-0.160127,-0.671922,0.692851,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.144405,0.196477,0.682754,-0.688760,1,1,1,1,1,1,1,1,1,1,1,0.473348,-0.202329,-0.847867,-0.126992,1,1,1,1,1,1,1,1,1,1,1,0.205827,-0.158869,-0.672416,0.693003,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.141874,0.194165,0.683327,-0.689373,1,1,1,1,1,1,1,1,1,1,1,0.473685,-0.200243,-0.848298,-0.126159,1,1,1,1,1,1,1,1,1,1,1,0.204275,-0.157277,-0.672985,0.693273,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.140863,0.193241,0.683530,-0.689639,1,1,1,1,1,1,1,1,1,1,1,0.474095,-0.198049,-0.84869,-0.12544,1,1,1,1,1,1,1,1,1,1,1,0.20275,-0.155592,-0.673664,0.693441,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.138916,0.191521,0.683957,-0.690090,1,1,1,1,1,1,1,1,1,1,1,0.474544,-0.195698,-0.849072,-0.12485,1,1,1,1,1,1,1,1,1,1,1,0.201197,-0.153822,-0.674486,0.693489,1,1
,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-0.137177,0.190049,0.684304,-0.690501,1,1,1,1,1,1,1,1,1,1,1,0.472535,-0.196889,-0.850271,-0.122411,1,1,1,1,1,1,1,1,1,1,1,0.199504,-0.155516,-0.672629,0.695401,1,1
